,id,tweet,subtask_a,subtask_b,subtask_c,clean_tweet
6385,52985,@USER Could it be that President Trump is normal and most of Washington D C are insane and totally out of touch with the forgotten middle class working people of America? Drain the swamp &amp; MAGA.,NOT,,,  could it be that president trump is normal and most of washington d c are insane and totally out of touch with the forgotten middle class working people of america? drain the swamp  andamp  maga 
6386,39327,@USER she’s my bitch,OFF,TIN,IND,  she s my bitch
6387,45852,6 people are dead after shooting spree in California ....AND LORD FORBID WE SHOULD TALK ABOUT COMMON SENSE GUN CONTROL MEASURES...OH NO!!! 😱😱😱😱,NOT,,,6 people are dead after shooting spree in california     and lord forbid we should talk about common sense gun control measures   oh no!!!     
6388,98340,@USER @USER @USER Who's paying for your tweet? Antifa?,NOT,,,      who  paying for your tweet? antifa?
6389,82598,@USER Bono is utterly stupid ridiculous wealthy tax avoiding hypocrite fascist  I can’t listen to U2 again,OFF,TIN,GRP,  bono is utterly stupid ridiculous wealthy tax avoiding hypocrite fascist  i can t listen to u2 again
6390,59178,@USER If she is refusing to come forward how will this allegation from years ago be nvestigated??  Nothing but obstruction and lies.   #ConfirmKavanaugh,NOT,,,  if she is refusing to come forward how will this allegation from years ago be nvestigated??  nothing but obstruction and lies     confirmkavanaugh
6391,84823,@USER lmao i really didn’t know him before that at all 😂,NOT,,,  lmao i really didn t know him before that at all  
6392,28723,@USER @USER Cause gun control worked so well for chicago?,NOT,,,    cause gun control worked so well for chicago?
6393,36356,@USER @USER DOXX her.  See if she is as Lilly white as she puts on.,NOT,,,    doxx her   see if she is as lilly white as she puts on 
6394,50500,@USER The war on conservatives =ANTIFA,OFF,TIN,GRP,  the war on conservatives  antifa
6395,38758,@USER He's like Meuller Hunted by A Master Sportsman / and the most powerful man in the world / Barry armed Trump Unwittingly with Lethal Force / Barry Never thought Killary would lose / URL,NOT,,,  he  like meuller hunted by a master sportsman   and the most powerful man in the world   barry armed trump unwittingly with lethal force   barry never thought killary would lose   url
6396,66220,@USER @USER Cuz I've never been insulted by Conservatives... ahahaha,NOT,,,    cuz i've never been insulted by conservatives    ahahaha
6397,18456,@USER @USER @USER Maybe Antifa asshats? Those who physically assault others for their political beliefs? Democrats are NO Saints and neither are you!,OFF,TIN,GRP,      maybe antifa asshats? those who physically assault others for their political beliefs? democrats are no saints and neither are you!
6398,25486,@USER Worst place I've experienced that is the fucking movies,OFF,TIN,OTH,  worst place i've experienced that is the fucking movies
6399,52969,@USER @USER @USER @USER Ugh...you are one of those,NOT,,,        ugh   you are one of those
6400,36448,@USER Oh no! Hope you are okay.,NOT,,,  oh no! hope you are okay 
6401,12020,@USER hope you are enjoying strictly training !! URL,NOT,,,  hope you are enjoying strictly training !! url
6402,64716,@USER Because she knew how to add up the millions in @USER donations received for access?,NOT,,,  because she knew how to add up the millions in   donations received for access?
6403,81765,@USER OMG another bigot showing he is basically gutless - sounds much like Donald 😂,OFF,TIN,IND,  omg another bigot showing he is basically gutless   sounds much like donald  
6404,75411,@USER Liberals want to control ppl from cradle to coffin. They'd b happy if ppl avoided all physical/social contact w each other..... they are making us so suspicious of each other. DIVIDE AND CONQUER is their hidden agenda.,OFF,TIN,GRP,  liberals want to control ppl from cradle to coffin  theywould b happy if ppl avoided all physical social contact w each other      they are making us so suspicious of each other  divide and conquer is their hidden agenda 
6405,29819,@USER @USER I can not see him posting such a video if he was done with Supes. He is wearing a krypton t-shirt too,NOT,,,    i can not see him posting such a video if he was done with supes  he is wearing a krypton t shirt too
6406,23483,@USER Yea he is he said he would if Tua was healthy,NOT,,,  yea he is he said he would if tua was healthy
6407,68464,@USER Early Antifa group. Heavily armed but look happy. URL,NOT,,,  early antifa group  heavily armed but look happy  url
6408,99943,"@USER @USER Repeatedly re announcing previous measures and funding that don't come in effect until a future date and only serve to help housebuilders make more profit isn't going to solve the housing crisis"" created by Labour and made worse by @USER",NOT,,,"    repeatedly re announcing previous measures and funding that do not come in effect until a future date and only serve to help housebuilders make more profit is not going to solve the housing crisis"" created by labour and made worse by  "
6409,45932,@USER Blame Trump???  U bunch of idiots. Blame the corruption over in PR,OFF,TIN,IND,  blame trump???  u bunch of idiots  blame the corruption over in pr
6410,56012,@USER Of course he is offended he is ill due to liberalism!,OFF,TIN,IND,  of course he is offended he is ill due to liberalism!
6411,29999,@USER @USER You are out of your fucking mind .. NO socialism is good - NO such thing as “Democratic Socialism” You fool,OFF,TIN,IND,    you are out of your fucking mind    no socialism is good   no such thing as  democratic socialism  you fool
6412,27506,@USER @USER @USER @USER @USER @USER Aalayah...I cannot express  enough how proud I am of you and your classmates. I truly believe your hard work will be the turning point in gun control!!It is definitely time for the old white boys club to step aside and listen to the young people who have suffered because of them.,NOT,,,            aalayah   i cannot express  enough how proud i am of you and your classmates  i truly believe your hard work will be the turning point in gun control!!it is definitely time for the old white boys club to step aside and listen to the young people who have suffered because of them 
6413,54490,@USER @USER @USER @USER I never said no one died in Sa Juan..I said she is only in charge of one town out of 78...don’t get me wrong many people to blame...in the case of Ricardo Rosello he is terrified of Trump and wants to please him at all cause.  Im sure Roselló and trump knew the count was higher,NOT,,,        i never said no one died in sa juan  i said she is only in charge of one town out of 78   don t get me wrong many people to blame   in the case of ricardo rosello he is terrified of trump and wants to please him at all cause   im sure rosell  and trump knew the count was higher
6414,96626,@USER @USER @USER @USER @USER One of them just called me 'politically and morally bankrupt' because I said I WOULD get behind him if he opposed Brexit 😐😂,NOT,,,          one of them just called me 'politically and morally bankrupt' because i said i would get behind him if he opposed brexit   
6415,59232,@USER By defending and making excuses for obvious bad behavior....you're sure to get more of it.,NOT,,,  by defending and making excuses for obvious bad behavior    you are sure to get more of it 
6416,88856,@USER An insult to holocaust survivors and their families. An embarrassment to film making.,NOT,,,  an insult to holocaust survivors and their families  an embarrassment to film making 
6417,34873,IN HONOR OF #ConstitutionDay  I PURCHASED A #TRUMP t-SHIRT AND A #MAGA HAT  #TRUMPTRAIN #LIBERTY #FREEDOM #AMERICA #USA #LIBERTY URL,NOT,,,in honor of  constitutionday  i purchased a  trump t shirt and a  maga hat   trumptrain  liberty  freedom  america  usa  liberty url
6418,47096,@USER And Obama didn’t.... not to you because you agreed with him.....,NOT,,,  and obama didn t     not to you because you agreed with him     
6419,21854,@USER Eli is what he is at this point average at best,NOT,,,  eli is what he is at this point average at best
6420,11875,@USER Flake I lost 17 guys lost let the guy do his job and think of the people instead of your non existent career,NOT,,,  flake i lost 17 guys lost let the guy do his job and think of the people instead of your non existent career
6421,47023,@USER What do you like to do when you are with your family? #AskAlly,NOT,,,  what do you like to do when you are with your family?  askally
